title,company,location,description,posted_at,source,source_url,scraped_at
Senior Software Engineer - XenPlatform,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-02T15:39:24Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-xenplatform-1030342805,2026-07-19T00:00:00Z
"Data Analyst, Fraud",Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-02T15:39:24Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-fraud-1030418384,2026-07-19T00:00:00Z
Data Scientist,PT Bank OCBC NISP Tbk,Jakarta Raya,"A Data Scientist is a specialist in doing deep dive analytics, with advanced level proficiency in data analytics by applying data science methodology,...",2022-02-02T15:20:43Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-scientist-1030146726,2026-07-19T00:00:00Z
Junior Software Engineer,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-02T15:14:16Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-software-engineer-1030414512,2026-07-19T00:00:00Z
Senior / Software Engineer,Qontak,Jakarta Selatan,Job DescriptionThe Senior Software Engineer will report directly to the CEO and the Head of Engineering and work as an integral member to developing...,2022-02-02T15:14:04Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-1030414524,2026-07-19T00:00:00Z
Assistant Data Analyst (Process Associate),PT Visi Globalindo Data Utama,Jakarta Raya,"Responsibilities: Make a business report use the internet, surveys, legal documents, and other published research to help collect information...",2022-02-02T12:28:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/assistant-data-analyst-process-associate-3777418,2026-07-19T00:00:00Z
Mobile Software Developer (Front & Back end),PT HEALSTATION INDONESIA,Jakarta Raya,We are waiting for anyone who wants to build Korean app.Followings are developers we are hiring1. Project Manager 2. Server developer (Prefer spring...,2022-02-02T10:59:45Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/mobile-software-developer-front-back-end-3775519,2026-07-19T00:00:00Z
Sports Trader (Data Analyst),"Tri7 Solutions, Inc.",National Capital Reg,Responsibilities: Monitoring of analysis/odds schedules Compilation and trading of sports products for a variety of markets and sports Delivering a...,2022-02-02T10:45:30Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/sports-trader-data-analyst-11725011/origin/ph,2026-07-19T00:00:00Z
IT Business Analyst,PT ASURANSI SIMAS JIWA,Jakarta Raya,Conduct analysis and prep documents from user and communicate with developer according to the requirements Conforming application functionality with...,2022-02-02T10:20:52Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-business-analyst-3777276,2026-07-19T00:00:00Z
"Front End Developer (JAVA, Java Script, Spring, Jquery, JSP, MyBatis, Mysql, HTML, CSS)",PT Indo Seungli Makmur,Jakarta Pusat,Candidate must possess at least Bachelor's Degree in Engineering (Others) or equivalent. At least 4 Year(s) of working experience in the related field...,2022-02-02T10:07:01Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-java-java-script-spring-jquery-jsp-mybatis-mysql-html-css-3777253,2026-07-19T00:00:00Z
Business Analyst,PT Silkargo Indonesia,Jakarta Selatan,"Melakukan riset pasar dan mencari peluang pasar dan pelanggan baru, mengembangkan jenis layanan baru dan wilayah baru untuk pertumbuhan usaha...",2022-02-02T09:33:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3745991,2026-07-19T00:00:00Z
Fullstack Developer,Tribun Network,Jakarta Raya,Requirement Mininum 2 years experience in related field High proficiency in Typescript / Angular web development Proficiency in converting a design to...,2022-02-02T09:10:16Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/fullstack-developer-3777121,2026-07-19T00:00:00Z
Principal Software Engineer,PT JULO Teknologi Finansial,Jakarta Selatan,"We are looking forsomeone with a passion for building high performance software and a can-do attitude to support engineers by planning, coordinating,...",2022-02-02T08:12:05Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/principal-software-engineer-3776976,2026-07-19T00:00:00Z
Sales Data Analyst Supervisor,PT MCDelica Food Indonesia,Banten,"1, Set up sales data analysis system2, Estimate sales per store per SKU3, Track sales achievement per store per SKU vs sales plan4, Check store...",2022-02-02T07:56:28Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/sales-data-analyst-supervisor-3776924,2026-07-19T00:00:00Z
Business Analyst,PT Paramadaksa Teknologi Nusantara,Tangerang,Kami sedang merancang dan mengembangkan aplikasi baru yang inovatif terkait dengan sektor ritel tradisional Indonesia. Digitalisasi sektor ini...,2022-02-02T07:55:33Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3776922,2026-07-19T00:00:00Z
Business Analyst,PT. Ahabe Niaga Selaras,Jawa Barat,"Perform design, implementation, and upgrades of information systems to meet the business and user needs Provide documentation for business processes...",2022-02-02T07:54:45Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3776918,2026-07-19T00:00:00Z
Trade Activation and Data Analyst,ASIA PULP AND PAPER,Jakarta Pusat,Job Description : Conduct Trade Marketing program in coverage area to boost sales performance Coordinate &amp; execute activities in Modern and...,2022-02-02T07:54:23Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/trade-activation-and-data-analyst-3776916,2026-07-19T00:00:00Z
Software Engineer,PT Sumber Makmur Surya Perkasa,Surabaya,Who are we looking for?Have you ever thought of being part of an agile team that builds a technology that provides an innovative way for people to buy...,2022-02-02T07:53:26Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-3776909,2026-07-19T00:00:00Z
Business Analyst,PT. Meratus Line & Group,Surabaya,"Requirements: Strong Analytical awareness Most preferable for strong Microsoft Excel, Macro, and Power BI skill Minimum hold bachelor degree from...",2022-02-02T07:47:06Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3776896,2026-07-19T00:00:00Z
Data Analyst Staff,PT PROSPECT MOTOR,Cikarang,"Merekap data marketing dari dealer Merekap Data Marketing Activity Plan, Competitor Movement, dan Price List Mebuat Project Data Dashboard Budget...",2022-02-02T07:45:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-staff-3776891,2026-07-19T00:00:00Z
Software Developer (Contract Based),PT Bosnet Distribution Indonesia,Jakarta Selatan,Job Descriptions: Coding with company’s standard methodology and policy. Debugging. Testing. Technical installation/deployment. Technical...,2022-02-02T07:34:26Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-developer-contract-based-3776856,2026-07-19T00:00:00Z
Business Analyst Specialist,PT Asuransi Jiwa Sinarmas MSIG Tbk.,Jakarta Raya,"Job Description : Analyse the structure of a business Identify problems within a business, including through using data modelling techniques Formulate...",2022-02-02T07:29:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-specialist-3776835,2026-07-19T00:00:00Z
Business Analyst,PT SUMBER NATURAL INDONESIA,Jakarta Selatan,· Recommend actions by analyzing and interpreting data and making comparative analyses; studying proposed changes in methods and materials.· Build...,2022-02-02T07:25:41Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3776821,2026-07-19T00:00:00Z
Junior Data Scientist,PT. PERSOLKELLY Recruitment Indonesia,Jakarta Raya,Position  : Junior Data ScientistLocation : Jakarta RayaRole Summary &amp; Responsibility :The Data Scientist will use information and models to gain...,2022-02-02T06:56:31Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-data-scientist-3776728,2026-07-19T00:00:00Z
Data Analyst,PT Anggana Catur Prima,Jakarta Raya,"Kualifikasi : Pendidikan minimal S1 dari jurusan Statistik, Matematika, &amp; Teknologi Informasi Memiliki pengalaman selama minimal 2 tahun di bidang...",2022-02-02T05:57:21Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-3776608,2026-07-19T00:00:00Z
Software engineer (Fresh Graduate),PT Five Jack,Jakarta Barat,"Welcome!We are looking for a Junior Software Engineer with a strong sense of ownership and a passion to learn something new.As part of the team, you...",2022-02-02T04:18:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-fresh-graduate-3776434,2026-07-19T00:00:00Z
Senior Software Engineer,PT Five Jack,Jakarta Barat,"Welcome! We are looking for a Senior Software Engineer with a strong sense of ownership and a passion to learn something new.As part of the team, you...",2022-02-02T04:18:13Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-3776433,2026-07-19T00:00:00Z
Lead Software Engineer (4+ years),PT Five Jack,Jakarta Barat,"Welcome!We are looking for a Lead Software Engineer with a strong sense of ownership and a passion to learn something new.As part of the team, you...",2022-02-02T04:17:32Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/lead-software-engineer-4-years-3776428,2026-07-19T00:00:00Z
"Sr. Backend Engineer (Java, Golang) - Unicorn Fintech (REMOTE)",PT Michael Page Internasional Indonesia,Jakarta Raya,"You will be designing, developing, testing and deploying elegant software solutions impacting hundred of thousands of users. You will deliver...",2022-02-02T04:09:22Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/sr-backend-engineer-java-golang-unicorn-fintech-remote-3776409,2026-07-19T00:00:00Z
Backend Developer,PT Solubis Sukses Gemilang,Jakarta Barat,Job Description Work in all phases of back-end development while working closely with UI designers to analyze user requirements Develop...,2022-02-02T03:57:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-developer-3776386,2026-07-19T00:00:00Z
Business Analyst,PT Indocyber Global Teknologi,Jakarta Raya,"Candidate must possess at least Diploma, Bachelor's Degree, Master's Degree/Post Graduate Degree in Computer Science/Information Technology or...",2022-02-02T03:44:45Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-3776356,2026-07-19T00:00:00Z
Frontend Engineer,"PT. BFI FINANCE INDONESIA, Tbk",Tangerang,Qualifications: 5+ Years of experience as a frontend engineer working with large projects Worked in agile environment and has good grasp of agile...,2022-02-02T03:39:29Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-engineer-3776346,2026-07-19T00:00:00Z
Software Engineer,PT Hitachi Channel Solutions Indonesia,Jakarta Pusat,"Job Description :Provide pre-sales and/or post-sales support on server side application product. To design, develop, testing and evaluate server...",2022-02-02T03:10:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-3776242,2026-07-19T00:00:00Z
Front End Software Engineer C# Web Developer,PT BIPO Service Indonesia,Jakarta Barat,BIPO is an international HR service company with almost 20 offices and 300 employees worldwide. We provide one-stop HR service to our customers in...,2022-02-02T02:44:49Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-software-engineer-c-web-developer-3776173,2026-07-19T00:00:00Z
Business Analyst Finance & Accounting (R&D Corporate Performance Management System Team),PT EMS Paramitra,Jakarta Timur,Requirement Business Analyst Finance &amp; Accounting (R&amp;D Corporate Performance Management System Team): ·Minimum lulusan S1 Akuntansi Fresh...,2022-02-02T01:39:40Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-finance-accounting-r-d-corporate-performance-management-system-team-3776053,2026-07-19T00:00:00Z
Front-end Developer,PT KOLTIVA,Jakarta Raya,We are looking for a Front-End Developer who will be responsible in developing our front-end applications and improving the user experience. This role...,2022-02-02T01:20:08Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3776034,2026-07-19T00:00:00Z
Full Stack Developer,MODENA INDONESIA,Jakarta Selatan,We are actively looking for a Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s...,2022-02-02T00:27:31Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-3776007,2026-07-19T00:00:00Z
Front-End Developer (Angular),PT Petrolink Services Indonesia,Jakarta Raya,Petrolink is a global company that specializes in user-driven technology for the Energy Industry. We are currently looking for a new Front-End...,2022-02-01T23:46:26Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-angular-3775995,2026-07-19T00:00:00Z
Data Analyst - Lending,PT Trinusa Travelindo,Indonesia,Traveloka is a Southeast Asian tech unicorn with core businesses in travel and financial services. Currently we are rapidly expanding in the region....,2022-02-01T22:36:25Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-lending-1030418391,2026-07-19T00:00:00Z
Senior Marketplace Campaign & Data Analyst,PT Fashion Eservices Indonesia,Jakarta Selatan,We are looking for a Sr. Marketplace Campaign &amp; Data Analyst to help drive growth in Zalora’s Marketplace platform. This role is under the...,2022-02-01T22:36:25Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-marketplace-campaign-data-analyst-1030418404,2026-07-19T00:00:00Z
Software Engineer,PT Satu Solusi Indotama,Jakarta Pusat,Job DescriptionThis is an experienced-hire position so we expect you to have a few projects under your belt. We're looking for someone that we can get...,2022-02-01T20:01:39Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-3757539,2026-07-19T00:00:00Z
Full Stack Developer,PT Alternative Media Group,Jakarta Barat,"Job Description:·        Perform full-stack development. Design, build &amp; test cool digital-solutions (be it Web / Mobile / AI / Cloud / IoT /...",2022-02-01T20:01:32Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-3757698,2026-07-19T00:00:00Z
Frontend Developer,PT Ifabula Digital Kreasi,Jakarta Raya,Please do not afraid to make mistakes because without challenge – you’re not learning. Free of speech – We’re open minded to listen and chat with you....,2022-02-01T20:01:27Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-developer-3757823,2026-07-19T00:00:00Z
Backend Developer,FamilyMart Indonesia,Jakarta Selatan,Job Responsibilities: Create new program to fulfill company’s needs Maintain program troubleshooting (bugs fix) Coordinate with another team for IT...,2022-02-01T20:01:25Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-developer-3757872,2026-07-19T00:00:00Z
Fullstack Engineer - KG Media,Kompas Gramedia - KG Media,Jakarta Pusat,Job Description Build system and feature from scratch Think beyond code to architecture and enhance user experience Optimize application rendering...,2022-02-01T20:01:22Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/fullstack-engineer-kg-media-3757944,2026-07-19T00:00:00Z
Full-stack Developer,PT SUMBER NATURAL INDONESIA,Jakarta Selatan,Full Stack Developer Responsibilities:. Developing back end and front end. Creating servers and databases for functionality. Creating Dashboard....,2022-02-01T20:01:20Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-3757997,2026-07-19T00:00:00Z
Business Analyst Supervisor,PT Porto Indonesia Sejahtera,Jakarta Utara,Job Requirement:-Candidate must possess at least a Bachelor’s Degree Management / Business-At least 2 years of working experience as a Data Analyst...,2022-02-01T20:01:18Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/business-analyst-supervisor-3758043,2026-07-19T00:00:00Z
Frontend Developer,PT. PMA BORN DIGITAL,Yogyakarta,"We are looking for a frontend developer: You have expert knowledge of JavaScript, HTML/CSS and CSS preprocessors (SASS) You have experience with...",2022-02-01T20:01:17Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-developer-3758078,2026-07-19T00:00:00Z
Front End Developer,PT Keluarga Satu Nol,Jakarta Selatan,What You will DoThis is an opportunity for you to become a better programmer. You will learn different programming languages and take part in the...,2022-02-01T20:00:47Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3758773,2026-07-19T00:00:00Z
IT Software Engineer,PT Monotaro Indonesia,Jakarta Pusat,Job Responsibilities Analyze user requirements and develops functional specifications or system design specifications based on user’s expectation...,2022-02-01T20:00:43Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/it-software-engineer-3758984,2026-07-19T00:00:00Z
Front-end Developer,PT Access Mobile Indonesia,Jakarta Selatan,Front-end Developer Responsibilities : Create new products and services Scale and improve existing products and services Required Qualifications :...,2022-02-01T20:00:43Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-developer-3758964,2026-07-19T00:00:00Z
Jr Backend Developer,PT Jaya Digital Properti,Jakarta Selatan,"The Opportunity: In this role, you will be part of our growing Engineering Team. You will help the Engineering Team build and maintain our mobile...",2022-02-01T20:00:41Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/jr-backend-developer-3759157,2026-07-19T00:00:00Z
Software Developer (Flutter),PT Sarana Pactindo,Jawa Barat,Kualifikasi : Memiliki pengalaman mobile developer minimal 2 tahun Memahami Computer Science Memahami pengembangan produk pada Android dan iOS...,2022-02-01T20:00:40Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-developer-flutter-3759259,2026-07-19T00:00:00Z
Ops Business Analyst,PT AIA Financial,Jakarta Raya,Bring your career aspirations to life with AIA!Responsible to give advisory on ops core applications to support project and/or BAU enhancement (non...,2022-02-03T15:57:19Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/ops-business-analyst-1030198795,2026-07-19T00:00:00Z
Front End Engineer,PT. Prosa Solusi Cerdas,Bandung,Frontend Engineer Job Description:We are looking for a Frontend Developer to produce scalable AI solutions. You'll be working with other AI engineers...,2022-02-03T15:52:14Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/front-end-engineer-3779003,2026-07-19T00:00:00Z
Junior Software Engineer - Disbursement,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:51:38Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-software-engineer-disbursement-1030369257,2026-07-19T00:00:00Z
Senior Software Engineer (Web),Quipper,Jakarta Raya,"Knowledge, Skills, and AbilitiesMust Empathy with our mission “Distributors of Wisdom” and “Revolutionizing Distribution of Knowledge,” and for our...",2022-02-03T15:51:11Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-web-1030168597,2026-07-19T00:00:00Z
Supply Chain Master Data Analyst,34P33R Climate Control ASIA,Purwakarta,"Missions : Describe the principal mission of the position Manage, maintain and audit technical data related to the Supply Chain Information Systems...",2022-02-03T15:50:24Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/supply-chain-master-data-analyst-1030163165,2026-07-19T00:00:00Z
Agency Data Analyst,"PT Asuransi Bintang, Tbk",Indonesia,JV22010002 - Agency Data AnalystJob Specification :1. Pendidikan minimal S1 segala jurusan IPK min 3.002. Memiliki pengalaman di asuransi keagenan min...,2022-02-03T15:49:27Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/agency-data-analyst-1030163098,2026-07-19T00:00:00Z
Senior Backend Developer,Travel Management Solution Platform,Jakarta Barat,"Geekhunteris hiring on behalf of our client, an all-in-one travel management platform for businesses that combines travel technology with South East...",2022-02-03T15:49:25Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-backend-developer-1030306521,2026-07-19T00:00:00Z
Data Analyst - Fraud,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:49:04Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-fraud-1030398341,2026-07-19T00:00:00Z
Software Engineer - Virtual Account,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:48:56Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-virtual-account-1030398292,2026-07-19T00:00:00Z
Part-Time AI Engineer (Auditory),Qontak,Jakarta Selatan,Job DescriptionThe Part-Time AI Engineer will report directly to the CEO and VP of Engineering and work as an integral member to developing the firm’s...,2022-02-03T15:47:50Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/part-time-ai-engineer-auditory-1030306489,2026-07-19T00:00:00Z
Senior Frontend Developer,Travel Management Solution Platform,Jakarta Barat,"Geekhunter is hiring on behalf of our client, an all-in-one travel management platform for businesses that combines travel technology with South East...",2022-02-03T15:47:34Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-frontend-developer-1030306344,2026-07-19T00:00:00Z
Senior Software Engineer - Experiments (Embedded Finance),Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:47:29Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-experiments-embedded-finance-1030306458,2026-07-19T00:00:00Z
SE - Business Analyst,Prudential Corporation Asia,Jakarta Raya,Prudential's purpose is to help people get the most out of life. We will deliver our purpose by creating a culture in which diversity is celebrated...,2022-02-03T15:46:46Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/se-business-analyst-1030244792,2026-07-19T00:00:00Z
Software Engineer Intern - Indonesia,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:45:53Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-intern-indonesia-1030244770,2026-07-19T00:00:00Z
Senior Software Engineer - XenCap,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:42:05Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-xencap-1030306474,2026-07-19T00:00:00Z
Senior Software Engineer - Auth & Access Management,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:40:41Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-auth-access-management-1030306512,2026-07-19T00:00:00Z
Staff Software Engineer - Auth & Access Management,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:40:10Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/staff-software-engineer-auth-access-management-1030306455,2026-07-19T00:00:00Z
Software Engineer - Auth & Access Management,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:39:45Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-auth-access-management-1030306510,2026-07-19T00:00:00Z
Senior Software Engineer - XenPlatform,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:38:55Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-xenplatform-1030342805,2026-07-19T00:00:00Z
"Data Analyst, Fraud",Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:38:20Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-fraud-1030418384,2026-07-19T00:00:00Z
Software Engineer - KYC & Fraud Detection,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:15:59Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/software-engineer-kyc-fraud-detection-1030427150,2026-07-19T00:00:00Z
Junior Software Engineer,Xendit,Jakarta Raya,"Xendit provides payment infrastructure across Southeast Asia, with a focus on Indonesia and the Philippines. We process payments, power marketplaces,...",2022-02-03T15:15:12Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/junior-software-engineer-1030414512,2026-07-19T00:00:00Z
Senior / Software Engineer,Qontak,Jakarta Selatan,Job DescriptionThe Senior Software Engineer will report directly to the CEO and the Head of Engineering and work as an integral member to developing...,2022-02-03T15:14:49Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-1030414524,2026-07-19T00:00:00Z
Data Analyst,PT Cicil Solusi Mitra Teknologi,Jakarta Raya,Analyze data using statistical techniques to drive optimization and improvement of product development and business strategies Work with stakeholders...,2022-02-03T15:07:07Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/data-analyst-1030264651,2026-07-19T00:00:00Z
Lead Software Engineer,PT Mid Solusi Nusantara,Indonesia,Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our...,2022-02-03T15:06:45Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/lead-software-engineer-1030306376,2026-07-19T00:00:00Z
Senior Software Engineer,PT OS Selnajaya Indonesia,Jakarta Raya,Overview:One of our client is software technology company are looking for Senior Software Engineer with qualification below Qualification: Candidate...,2022-02-03T14:22:25Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/senior-software-engineer-3778983,2026-07-19T00:00:00Z
Frontend Developer - Web Programmer,PT Reycom Document Solusi,Jakarta Pusat,Developing frontend for web application using ASP.net MVC 6 Writing an easy developed and easy to understand code with performance and quality in mind...,2022-02-03T11:14:44Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/frontend-developer-web-programmer-3778889,2026-07-19T00:00:00Z
Backend Developer,PT Danafix Online Indonesia,Yogyakarta,Job Requirements: Understand Architecture Microservices Good knowledge in Java programming language is a must Good knowledge Spring boot framework...,2022-02-03T10:42:04Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/backend-developer-3778840,2026-07-19T00:00:00Z
FULL STACK DEVELOPER (.NET),"WIZZY SMART TECHNOLOGY,PT",Jakarta Selatan,Persyaratan : Usia maksimal 35 tahun Pendidikan terakhir min. D3 semua jurusan (diutamakan Computer Sciences / Information Technology or equivalent)...,2022-02-03T09:08:09Z,Jobstreet Indonesia Dataset (public snapshot),https://www.jobstreet.co.id/id/job/full-stack-developer-net-3778623,2026-07-19T00:00:00Z
